dep_hour,o_min_vis,o_vol,o_fog,o_change,arr_hour,d_min_vis,d_vol,d_fog,d_change,delay
21,7.76,0.45,0.08,0.61,1,4.66,0.96,0.87,0.64,0
19,8.5,0.07,0.16,0.23,23,3.2,0.29,0.27,0.64,0
11,4.17,0.18,0.02,0.73,15,6.64,0.94,0.7,0.08,1
2,5.51,0.03,0.4,0.76,6,0.88,0.26,0.16,0.65,0
7,4.46,0.13,0.53,0.17,10,0.4,0.36,0.92,0.86,1
8,1.39,0.95,0.54,0.59,12,4.59,0.75,0.88,0.43,0
11,5.42,0.8,0.44,0.37,15,2.64,0.3,0.0,0.82,0
15,6.89,0.49,0.76,0.3,16,7.67,0.8,0.6,0.8,0
17,3.98,0.16,0.74,0.39,21,3.81,0.26,0.42,0.24,0
22,2.88,0.74,0.81,0.41,1,8.54,0.18,0.29,0.64,1
19,1.92,0.02,0.05,0.53,23,1.9,0.1,0.27,0.72,0
4,4.96,0.34,0.31,0.8,5,9.98,0.46,0.79,0.33,0
1,7.77,0.07,0.47,0.19,4,8.42,0.82,0.83,0.12,0
14,7.39,0.03,0.46,0.77,16,5.24,0.98,0.47,0.68,1
20,7.46,0.55,0.12,0.48,21,3.02,0.36,0.05,0.67,0
13,0.2,0.79,0.58,0.4,16,2.47,0.97,0.58,0.69,1
2,1.62,0.09,0.62,0.93,4,9.97,0.63,0.06,0.64,0
4,2.37,0.98,0.79,0.76,8,8.06,0.44,0.19,0.69,1
1,7.08,0.56,0.54,0.49,5,5.69,0.54,0.32,0.47,0
17,0.74,0.16,0.3,0.26,19,3.7,0.0,0.64,0.38,0
11,3.24,0.06,0.97,0.82,13,1.94,0.68,0.77,0.15,1
10,1.01,0.66,0.04,0.94,11,1.83,0.03,0.11,0.19,0
12,5.28,0.7,0.26,0.37,16,6.08,0.07,0.93,0.21,1
2,8.02,0.06,0.56,0.94,6,4.19,0.37,0.71,0.82,0
2,0.83,0.22,0.52,0.1,5,2.35,0.39,0.19,0.66,0
17,7.47,0.77,0.58,0.67,21,7.04,0.43,0.1,0.79,0
21,5.36,0.6,0.93,0.9,23,5.52,1.0,0.84,0.41,1
10,5.65,0.21,0.77,0.93,12,2.58,0.96,0.45,0.4,0
19,5.2,0.99,0.3,0.3,20,2.26,0.86,0.02,0.82,0
17,0.99,0.46,0.16,0.26,19,8.9,0.25,0.26,0.3,1
6,7.25,0.79,0.17,0.83,7,6.91,0.58,0.91,0.6,1
18,0.83,0.06,0.77,0.35,22,8.18,0.42,0.87,0.87,1
19,6.36,0.63,0.05,0.52,20,3.23,0.56,0.33,0.7,0
12,7.54,0.58,0.09,0.43,16,7.87,0.15,0.34,0.48,0
8,4.02,0.43,0.7,0.76,9,4.84,0.2,0.4,0.57,0
16,2.46,0.27,0.43,0.68,18,5.78,0.11,0.41,0.37,0
20,7.71,0.17,0.35,0.82,21,8.04,0.62,0.44,0.92,0
4,1.17,0.05,0.95,0.93,5,8.69,0.82,0.01,0.69,0
0,2.13,0.54,0.2,0.52,3,2.62,0.48,0.73,0.14,1
18,2.59,0.06,0.2,0.7,19,2.75,0.46,0.95,0.07,1
21,8.65,0.02,0.87,0.65,0,2.35,0.38,0.98,0.1,1
17,1.9,0.5,0.46,0.93,18,0.26,0.25,0.53,0.33,1
11,3.59,0.3,1.0,0.98,14,2.79,0.06,0.26,0.39,0
17,2.29,0.34,0.39,0.14,20,7.31,0.52,0.68,0.87,1
18,4.29,0.31,0.61,0.45,20,1.36,0.65,0.58,0.68,0
22,4.33,0.91,0.77,0.66,0,5.67,0.16,0.07,0.53,0
4,7.67,0.88,0.41,0.41,5,4.46,0.93,0.89,0.93,1
3,1.89,0.76,0.61,0.27,5,5.69,0.23,0.23,0.69,0
15,5.05,0.6,0.71,0.37,17,8.53,0.49,0.14,0.19,0
0,9.5,0.22,0.67,0.2,3,2.09,0.18,0.95,0.44,0
14,4.3,0.78,0.61,0.82,16,7.22,0.39,0.94,0.57,0
22,5.23,0.45,0.83,0.04,23,9.96,0.52,0.4,0.74,0
20,1.94,0.44,0.88,0.77,21,2.89,0.17,0.29,0.92,1
14,0.95,0.5,0.18,0.59,18,8.95,0.55,0.39,0.32,0
22,8.83,0.09,0.32,0.65,0,7.13,0.16,0.73,0.09,1
2,7.28,0.98,0.61,0.16,6,5.53,0.04,0.17,0.34,0
5,1.83,0.71,0.42,0.31,7,7.7,0.45,0.63,0.12,0
19,0.17,0.5,0.5,0.81,22,6.1,0.49,0.22,0.66,0
19,2.48,0.55,0.62,0.56,20,8.26,0.05,0.15,0.65,0
21,3.34,0.09,0.11,0.99,0,1.66,0.28,0.66,0.7,1
14,9.32,0.09,0.3,0.37,17,3.82,0.07,0.43,0.55,0
22,3.33,0.41,0.21,0.21,1,0.63,0.57,0.98,0.53,1
19,4.3,0.85,0.26,0.58,22,6.25,0.93,0.61,0.5,1
5,7.1,0.98,0.0,0.02,7,6.27,0.12,0.85,0.8,0
10,5.63,0.64,0.01,0.2,13,2.85,0.79,0.31,0.51,0
21,3.45,0.72,0.62,0.03,0,1.8,0.33,0.34,0.67,0
20,4.84,0.63,0.89,0.54,22,3.38,0.78,0.41,0.74,1
23,5.57,0.02,0.58,0.33,2,9.17,0.8,0.07,0.15,1
12,5.73,0.39,0.6,0.86,14,7.53,0.71,0.31,0.03,0
7,4.55,0.95,0.22,0.3,10,1.17,0.78,0.78,0.91,1
15,1.94,0.92,0.73,0.52,17,7.77,0.14,0.87,0.82,0
4,7.26,0.46,0.71,0.52,6,0.09,0.93,0.69,0.59,1
1,5.23,0.66,0.31,0.58,2,3.16,0.89,0.32,0.19,0
14,2.76,0.16,0.11,0.96,15,5.62,0.1,0.54,0.55,0
9,1.75,0.31,0.89,0.54,11,0.55,0.03,0.9,0.05,1
12,7.06,0.89,0.63,0.69,14,4.49,0.36,0.33,0.2,0
2,5.7,0.09,0.8,0.7,6,1.02,0.31,0.64,0.77,0
4,9.13,0.39,0.7,0.67,7,7.9,0.88,0.45,0.03,1
14,2.86,0.35,0.57,0.51,16,4.09,0.71,0.11,0.56,1
14,5.93,0.24,0.24,0.16,18,4.85,0.07,0.21,0.69,0
18,5.47,0.24,0.66,0.08,21,9.31,0.57,0.49,0.59,0
14,3.11,0.41,0.6,0.69,16,5.98,0.82,0.33,0.64,0
4,7.58,0.66,0.45,0.29,5,6.17,0.45,0.21,0.88,0
21,9.19,0.94,0.72,0.92,0,9.9,0.58,0.61,0.51,1
1,9.02,0.97,0.0,0.56,4,9.79,0.11,0.28,0.03,0
20,7.13,0.41,0.44,0.21,23,1.78,0.14,0.56,0.84,1
9,1.39,0.07,0.02,0.72,11,4.89,0.44,0.99,0.08,0
14,6.25,0.45,0.42,0.82,18,3.88,0.23,0.42,0.01,0
22,4.14,0.55,0.37,0.98,1,5.7,0.7,0.11,0.48,0
23,4.68,0.08,0.89,0.09,2,4.75,0.74,0.96,0.08,1
9,9.04,0.54,0.01,0.45,10,9.07,0.57,0.33,0.35,0
5,6.97,0.6,0.3,0.79,6,2.64,0.63,0.58,0.57,1
23,2.9,0.08,0.51,0.85,0,2.81,0.13,0.28,0.86,0
5,6.61,0.37,0.18,0.78,7,2.4,0.18,0.53,0.03,0
19,8.38,0.75,0.41,0.38,21,6.62,0.73,0.17,0.58,0
8,0.57,0.46,0.48,0.48,9,9.49,0.92,0.23,0.68,0
16,0.17,0.93,0.45,0.68,20,9.62,0.68,0.04,0.92,0
13,3.38,0.27,0.1,0.65,16,3.94,0.77,0.75,0.73,1
10,3.17,0.01,0.01,0.07,12,4.14,0.53,0.69,0.35,0
1,6.21,0.06,0.59,0.89,2,2.21,0.6,0.12,0.96,0
12,8.97,0.7,0.25,0.47,14,9.37,0.64,0.92,0.28,0
10,1.66,0.07,0.78,0.38,13,3.36,0.06,0.96,0.26,1
6,1.83,0.49,0.14,0.77,10,2.22,0.64,0.91,0.72,1
18,7.78,0.02,0.5,0.65,21,0.06,0.04,0.39,0.15,1
0,4.81,0.4,0.73,0.81,4,0.75,0.23,0.38,0.69,0
17,3.37,0.3,0.06,1.0,20,6.49,0.37,0.85,0.34,1
9,1.81,0.04,0.38,0.19,11,6.97,0.9,0.63,0.36,1
23,1.44,0.19,0.72,0.59,1,4.92,0.06,0.54,0.31,0
14,0.42,0.06,0.79,0.04,15,1.23,0.81,0.67,0.46,0
4,9.25,0.04,0.14,0.65,6,4.74,0.92,0.05,0.7,0
1,8.22,0.1,0.61,0.84,4,0.69,0.82,0.11,0.59,0
6,3.41,0.84,0.74,0.4,10,1.25,0.68,0.55,0.32,0
1,3.39,0.12,0.14,0.42,3,6.98,0.55,0.44,0.93,0
20,7.79,0.02,0.49,0.01,0,1.84,0.09,0.65,0.89,1
15,2.1,0.64,0.52,0.41,17,9.38,0.61,0.04,0.18,0
20,3.51,0.0,0.24,0.12,23,5.33,0.1,0.36,0.76,1
20,2.8,0.19,0.8,0.69,22,9.69,0.47,0.18,0.67,1
9,4.37,0.33,0.81,0.76,11,0.48,0.74,0.92,0.18,1
3,8.96,0.72,0.59,0.33,4,2.03,0.68,0.33,0.78,0
23,8.71,0.38,0.22,0.47,3,4.87,0.89,0.14,0.93,0
4,7.21,0.63,0.98,0.2,8,1.32,0.69,0.06,0.14,0
5,2.24,0.3,0.16,0.79,8,9.53,0.91,0.58,0.55,0
16,8.63,0.22,0.47,0.46,20,0.19,0.43,0.87,0.25,1
18,9.14,0.9,0.42,0.04,20,9.91,0.73,0.5,0.43,0
22,4.55,0.24,0.56,0.01,23,7.33,0.95,0.13,0.3,0
15,1.66,0.46,0.57,0.58,18,9.77,0.46,0.14,0.7,0
20,7.05,0.0,0.63,0.38,0,6.92,0.53,0.3,0.75,0
18,7.89,0.08,0.88,0.74,20,0.6,0.95,0.67,0.89,1
19,3.69,0.18,0.56,0.07,20,7.11,0.2,0.98,0.24,0
18,7.54,0.76,0.32,0.9,20,5.06,0.42,0.05,0.37,0
3,7.11,0.68,0.53,0.29,7,6.23,0.8,0.95,0.81,1
14,0.85,0.9,0.29,0.96,15,1.14,0.28,0.7,0.5,1
20,2.97,0.97,0.54,0.13,21,3.5,0.44,0.64,0.29,1
7,4.15,0.34,0.65,0.33,10,5.95,0.7,0.84,0.45,1
9,7.9,0.23,0.37,0.29,11,8.46,0.15,0.28,0.96,0
17,1.86,0.18,0.71,0.9,20,7.95,0.16,0.12,0.99,0
11,2.09,0.71,0.67,0.98,13,1.52,0.45,0.98,0.53,0
15,9.48,0.93,0.16,0.97,17,5.48,0.51,0.65,0.3,0
18,8.01,0.73,0.92,0.34,20,1.17,0.48,0.04,0.68,0
19,4.49,0.09,0.06,0.64,21,5.86,0.22,0.94,0.28,1
14,9.76,0.39,0.49,0.6,15,5.14,0.06,0.67,0.4,1
12,0.17,0.34,0.31,0.45,15,5.63,0.22,0.89,0.74,1
5,7.3,0.41,0.84,0.6,9,1.48,0.3,0.99,0.53,1
18,0.93,0.41,0.91,0.41,22,5.58,0.71,0.76,0.14,0
17,0.47,0.83,0.83,0.3,21,5.61,0.46,0.03,0.0,0
20,1.29,0.67,0.29,0.18,0,9.07,0.64,0.03,0.76,0
19,5.83,0.57,0.87,0.63,22,4.79,0.69,0.12,0.51,0
5,1.5,0.46,0.69,0.36,6,0.58,0.36,0.64,0.96,1
20,5.16,0.77,0.18,0.09,21,7.54,0.54,0.87,0.83,0
21,1.0,0.58,0.82,0.01,0,5.21,0.37,0.48,0.34,0
4,8.32,0.8,0.56,0.69,6,9.53,0.85,0.71,0.7,0
2,8.2,0.92,0.48,0.31,3,3.66,0.82,0.89,0.6,0
22,0.34,0.81,0.22,0.86,1,1.47,0.23,0.13,0.13,0
3,0.24,0.48,0.43,0.2,4,0.38,0.66,0.59,0.47,1
9,7.56,0.78,0.92,0.21,10,9.02,0.18,0.35,0.09,0
18,3.55,0.86,0.78,0.61,21,5.07,0.07,0.82,0.76,1
9,9.02,0.54,0.97,0.1,11,2.18,0.5,0.71,0.37,0
3,8.36,0.98,0.42,0.51,5,4.11,0.76,0.31,0.47,0
11,5.59,0.04,0.33,0.12,14,2.87,0.6,0.31,0.98,0
9,1.93,0.07,0.84,0.48,13,6.81,0.18,1.0,0.49,0
21,1.24,0.39,0.7,0.98,22,7.43,0.89,0.17,0.36,0
12,2.37,0.42,0.5,0.76,13,7.67,0.59,0.76,0.8,0
21,9.88,0.51,0.15,0.45,1,1.27,0.49,0.23,0.94,1
2,6.8,0.97,0.38,0.68,6,1.57,0.62,0.1,0.08,0
14,2.97,0.5,0.5,0.54,16,8.1,0.54,0.02,0.76,0
3,4.53,0.85,0.44,0.04,7,1.81,0.66,0.78,0.88,1
9,4.9,0.11,0.68,0.66,13,6.87,0.57,0.48,0.85,0
15,6.19,0.35,0.98,0.32,19,0.33,0.05,0.84,0.35,1
20,3.84,0.43,0.99,0.41,23,0.61,0.24,0.23,0.31,0
9,3.41,0.02,0.33,0.46,10,8.64,0.57,0.9,0.27,1
10,5.73,0.32,0.1,0.49,14,6.92,0.21,0.5,0.81,0
9,9.7,0.2,0.64,0.97,12,0.8,0.85,0.21,0.27,0
7,7.19,0.58,0.59,0.27,8,5.69,0.53,0.43,0.35,1
16,4.36,0.54,0.2,0.4,19,6.27,0.45,0.76,0.18,1
5,2.17,0.96,0.74,0.47,9,9.37,0.53,0.61,0.77,1
20,5.25,0.36,0.15,0.15,21,6.87,0.3,0.44,0.32,0
6,2.71,0.29,0.16,0.69,10,2.4,0.24,0.15,0.03,0
15,4.25,0.91,0.2,0.27,19,0.34,0.79,0.28,0.55,1
23,7.83,0.06,0.9,0.31,3,3.01,0.06,0.96,0.9,0
12,2.4,0.57,0.5,0.12,14,6.66,0.58,0.78,0.53,0
19,7.74,0.31,0.83,0.74,20,8.07,0.74,0.94,0.22,1
8,4.11,0.86,0.06,0.53,12,7.01,0.11,0.55,0.47,0
4,4.78,0.37,0.31,0.65,7,9.06,0.03,0.74,0.8,0
21,2.57,0.38,0.64,0.7,23,9.04,0.69,0.53,0.24,0
12,3.04,0.94,0.76,0.3,15,8.6,0.16,0.44,0.32,0
1,8.67,0.82,0.94,0.47,4,4.16,0.84,0.72,0.88,1
22,5.09,0.35,0.6,0.81,1,7.39,0.45,0.03,0.05,1
20,0.08,0.2,0.31,0.58,22,1.15,0.25,0.71,0.77,0
19,7.94,0.32,0.48,0.74,23,2.64,0.69,0.83,0.8,1
5,8.77,0.94,0.88,0.22,9,9.48,0.92,0.65,0.63,0
6,7.03,0.17,0.4,0.43,9,2.64,0.09,0.37,0.95,0
13,8.28,0.49,0.22,0.2,17,9.46,0.81,0.27,0.75,1
6,9.95,0.28,0.68,0.42,8,4.11,0.15,0.29,0.26,1
11,0.9,0.47,0.87,0.97,15,4.01,0.21,0.38,0.42,0
17,0.57,0.93,0.47,0.35,18,6.08,0.67,0.8,0.71,0
16,3.06,0.39,0.37,0.97,20,5.62,0.58,0.26,0.5,0
4,3.21,0.53,0.14,0.12,5,0.49,0.13,0.87,0.83,1
9,6.15,0.76,0.26,0.31,12,8.93,0.32,0.99,0.76,1
21,0.58,0.15,0.23,0.04,1,2.64,0.71,0.44,1.0,0
11,4.6,0.11,0.72,0.15,15,3.53,0.2,0.28,0.83,1
18,5.86,0.97,0.53,0.57,20,4.19,0.08,0.77,0.68,0
21,3.97,0.59,0.95,0.84,22,1.58,0.08,0.83,0.66,0
19,3.33,0.04,0.62,0.45,20,9.48,1.0,0.91,0.8,1
20,3.27,0.06,0.07,0.95,23,3.84,0.4,0.18,0.97,0
6,3.92,0.4,0.65,0.95,8,1.58,0.3,0.8,0.74,1
19,3.62,0.1,0.37,0.2,21,4.48,0.39,0.27,0.6,0
11,4.37,0.43,0.04,0.34,13,4.66,0.22,0.69,0.16,0
16,2.94,0.44,0.91,0.48,17,1.53,0.13,0.9,0.84,0
1,9.18,0.51,0.51,0.41,2,4.67,0.72,0.81,0.36,0
0,7.42,0.46,0.79,0.84,1,0.5,0.42,0.7,0.31,1
14,3.45,0.92,0.81,0.21,17,0.83,0.98,0.26,0.67,0
12,0.18,0.66,0.46,0.41,13,6.59,0.74,0.73,0.3,1
22,8.06,0.09,0.14,0.19,2,8.17,0.7,0.19,0.03,1
7,8.43,0.86,0.54,0.09,11,7.71,0.15,0.42,0.12,0
14,4.74,0.86,0.59,0.2,18,5.72,0.83,0.05,0.01,0
13,7.38,0.6,0.55,0.29,17,4.9,0.49,0.59,0.61,0
15,7.16,0.53,0.42,0.32,17,0.68,0.89,0.42,0.47,0
11,6.99,0.02,0.29,0.19,15,3.47,0.23,0.22,0.91,1
22,1.36,0.29,0.71,0.96,2,8.34,0.67,0.73,0.8,0
19,2.86,0.75,0.67,0.13,21,2.03,0.61,0.1,0.42,0
6,9.99,0.36,0.26,0.68,7,1.79,0.86,0.5,0.81,0
7,5.64,0.49,0.99,0.78,8,7.71,0.77,0.56,0.9,1
19,7.08,0.93,0.44,0.46,20,8.42,0.11,0.11,0.61,0
17,5.1,0.17,0.12,0.21,18,3.65,0.73,0.71,0.76,1
4,3.38,0.14,0.85,0.44,7,4.19,0.77,0.25,0.81,0
2,3.76,0.75,0.36,0.66,5,1.56,0.75,0.42,0.23,1
13,9.52,0.52,0.68,0.94,17,4.45,0.77,0.72,0.52,1
12,4.37,0.39,0.04,0.92,14,1.55,0.57,0.98,0.98,0
9,4.05,0.68,0.55,0.3,13,7.44,0.91,0.01,0.28,0
22,4.49,0.21,0.54,0.79,2,6.54,0.7,0.89,0.78,1
9,0.42,0.33,0.73,0.74,10,1.3,0.99,0.28,0.09,0
20,0.28,0.89,0.54,0.26,22,8.33,0.3,0.42,0.51,1
8,1.28,0.76,0.94,0.45,11,5.75,0.01,0.34,0.24,0
22,3.54,0.28,0.78,0.71,0,6.74,0.71,0.52,0.25,1
11,1.02,0.71,0.83,0.08,15,0.67,0.89,0.48,0.45,0
18,8.73,0.58,0.64,1.0,22,6.91,0.95,0.73,0.42,0
15,1.34,0.7,0.86,0.12,19,2.17,0.47,0.75,0.94,0
19,1.15,0.37,0.29,0.52,23,1.22,0.3,0.37,0.29,0
18,0.53,0.89,0.89,0.22,22,8.2,0.49,0.12,0.35,0
18,5.68,0.9,0.78,0.48,21,7.21,0.61,0.76,0.5,0
14,8.67,0.33,0.8,0.66,16,4.13,0.23,0.4,0.54,0
23,6.48,0.87,0.71,0.57,2,7.97,0.71,0.56,0.12,0
19,9.58,0.52,0.75,0.5,20,0.24,0.66,0.53,0.96,1
22,0.89,0.53,0.32,0.59,2,4.94,0.93,0.34,0.18,0
12,0.96,0.98,0.54,0.29,15,1.87,0.77,0.15,0.95,0
10,0.32,0.06,0.39,0.32,12,4.16,0.32,0.38,0.83,0
19,4.96,0.75,0.39,0.12,21,0.65,0.46,0.41,0.48,1
0,5.56,0.59,0.1,0.76,3,6.53,0.13,0.57,0.45,0
4,5.43,0.17,0.25,0.95,7,9.62,0.56,0.04,0.81,0
20,0.06,0.93,0.48,0.6,22,8.4,0.38,0.35,0.63,0
1,7.4,0.56,0.3,0.4,3,1.27,0.14,0.56,0.28,0
10,6.37,0.98,0.71,0.27,13,6.64,0.32,0.21,0.96,0
4,6.11,0.0,0.01,0.17,5,5.58,0.7,0.49,0.39,0
20,5.41,0.89,0.82,0.45,21,1.28,0.97,0.38,0.6,0
22,1.29,0.37,0.19,0.01,23,7.44,0.76,0.68,0.71,1
20,8.09,0.22,0.98,0.97,23,0.42,0.49,0.7,0.61,1
20,1.15,0.28,0.5,0.17,0,1.98,0.74,0.67,0.6,1
23,1.32,0.93,0.86,0.88,0,7.3,0.27,0.85,0.02,1
19,6.82,0.88,0.0,0.43,22,6.75,0.65,0.85,0.32,1
3,4.98,0.52,0.04,0.72,7,0.52,0.92,0.53,0.32,1
18,9.9,0.23,0.69,0.96,19,9.17,0.2,0.33,0.06,0
13,5.95,0.63,0.33,0.25,14,1.12,0.24,0.34,0.05,0
2,7.65,0.63,0.58,0.09,6,0.65,0.03,0.31,0.85,0
14,3.05,0.63,0.07,0.68,15,5.61,0.29,0.38,0.1,0
19,4.56,0.46,0.43,0.62,20,1.06,0.65,0.68,0.03,0
3,0.17,0.71,0.59,0.84,4,9.05,0.13,0.51,0.36,0
5,1.42,0.04,0.13,0.58,7,5.16,0.65,0.36,0.58,0
15,6.05,0.29,0.97,0.52,18,6.59,0.14,0.24,0.82,0
11,9.77,0.64,0.2,0.07,13,1.93,0.48,0.69,0.47,1
18,6.18,0.42,0.16,0.45,21,7.9,0.04,0.22,0.0,0
19,2.43,0.73,0.95,0.33,21,7.41,0.21,0.18,0.99,0
0,1.47,0.44,0.63,0.91,1,3.63,0.98,0.2,0.28,0
5,8.48,0.25,0.2,0.18,8,2.65,0.1,0.83,0.14,0
10,3.09,0.24,0.81,0.66,12,9.41,0.98,1.0,0.88,1
4,7.96,0.19,0.38,0.37,6,6.02,0.98,0.24,0.05,0
17,7.91,0.33,0.05,0.8,20,8.73,0.85,0.97,0.89,1
15,1.72,0.39,0.88,0.75,16,3.77,0.52,0.18,0.71,1
15,2.72,0.4,0.92,0.58,19,0.41,0.22,0.2,0.86,1
12,9.36,0.37,0.55,0.13,14,0.89,0.44,0.35,0.58,0
13,4.7,0.41,0.8,0.32,17,3.85,0.18,0.23,0.65,0
16,7.87,0.93,0.1,0.07,17,0.43,0.2,0.2,0.33,1
21,1.95,0.6,0.14,0.85,0,7.18,0.54,0.26,0.77,0
12,8.23,0.76,0.01,0.65,16,9.89,0.95,0.87,0.23,0
7,7.24,0.46,0.79,0.31,11,1.92,0.77,0.7,0.21,0
11,5.8,0.13,0.94,0.01,13,8.11,0.83,0.34,0.42,0
22,3.29,0.02,0.79,0.92,1,1.58,0.95,0.33,0.63,1
12,2.08,0.39,0.53,0.19,16,1.13,0.57,0.45,0.89,0
17,0.37,0.69,0.49,0.19,19,0.74,0.96,0.28,0.23,1
1,5.21,0.17,0.86,0.41,4,1.61,0.11,0.54,0.48,0
6,8.71,0.31,0.82,0.66,8,1.63,0.58,0.31,0.2,0
6,9.91,0.45,0.82,0.6,7,2.51,0.33,0.57,0.49,0
2,6.48,0.92,0.35,0.84,5,7.93,0.39,0.82,0.85,0
19,4.61,0.91,0.18,0.57,23,3.97,0.95,0.24,0.87,0
9,7.0,0.72,0.22,0.49,10,9.92,0.55,1.0,0.08,0
10,4.54,0.25,0.51,0.46,14,0.78,0.69,0.75,0.38,0
12,0.16,0.11,0.92,0.33,13,7.5,0.48,0.07,0.55,0
4,8.21,0.84,0.17,0.02,8,1.05,0.29,0.53,0.39,1
21,1.58,0.36,0.22,0.03,0,6.77,0.22,0.7,0.84,1
22,3.94,0.31,0.05,0.0,23,7.74,0.77,0.93,0.37,1
13,9.89,0.34,0.19,0.67,14,2.24,0.88,0.8,0.83,1
13,8.17,0.32,0.63,0.62,14,9.35,0.4,0.43,0.23,0
0,6.56,0.01,0.21,0.22,4,6.6,0.28,0.62,0.04,1
19,9.83,0.1,0.54,0.99,23,8.51,0.17,0.96,0.6,1
21,3.35,0.64,0.88,0.32,23,8.52,0.48,0.34,0.61,0
20,5.06,0.7,0.01,0.02,22,7.6,0.12,0.24,0.43,0
4,5.01,0.2,0.38,0.64,7,2.42,0.73,0.99,0.44,0
10,5.23,0.98,0.65,0.29,11,0.29,0.85,0.33,0.24,0
21,8.02,0.7,0.22,0.87,23,5.24,0.18,0.63,0.06,0
1,9.39,0.13,0.17,0.55,3,7.96,0.2,0.51,0.43,0
6,4.27,0.61,0.3,0.58,8,9.68,0.2,0.86,0.48,0
12,4.73,0.42,0.61,0.43,14,1.6,0.95,0.48,0.76,0
9,5.55,0.18,0.38,0.31,11,2.87,0.56,0.48,0.33,0
6,0.18,0.5,0.73,0.49,7,9.26,0.94,0.97,0.37,0
18,4.12,0.04,0.92,0.38,19,5.68,0.19,0.44,0.26,0
16,6.37,0.37,0.06,0.39,20,4.27,0.25,0.48,0.92,0
0,2.65,0.46,0.68,0.25,2,6.04,0.95,0.84,0.01,0
12,7.08,0.97,0.08,0.91,16,8.77,0.17,0.43,0.69,0
12,7.35,0.75,0.92,0.87,15,1.14,0.57,0.8,0.81,0
23,7.01,0.01,0.17,0.49,3,1.01,0.77,0.42,0.42,0
5,1.9,0.13,0.49,0.5,8,1.15,0.57,0.21,0.2,0
6,9.83,0.87,0.44,0.91,9,1.14,0.64,0.08,0.09,0
0,4.81,0.67,0.1,0.06,2,7.53,0.01,0.58,0.99,0
0,6.05,0.99,0.76,0.93,4,4.76,0.34,0.43,0.37,0
7,6.67,0.38,0.06,0.36,10,3.34,0.1,0.46,0.7,0
4,6.04,0.87,0.28,0.7,5,8.16,0.37,0.62,0.66,0
6,9.86,0.96,0.81,0.02,7,3.63,0.05,0.81,0.33,1
12,3.52,0.94,0.94,0.48,13,6.6,0.7,0.1,0.38,0
16,1.32,0.8,0.3,0.67,17,5.51,0.87,0.17,0.45,0
7,2.16,0.75,0.66,0.09,9,4.38,0.72,0.16,0.93,0
7,6.68,0.95,0.67,0.67,10,9.23,0.63,0.49,0.8,0
18,6.46,0.38,0.72,0.74,19,3.85,0.64,0.56,0.86,0
3,0.92,0.09,0.74,0.94,6,7.46,0.12,0.37,0.85,0
0,0.67,0.54,0.85,0.98,3,3.23,0.37,0.68,0.8,1
7,3.98,0.54,0.46,0.14,8,9.43,0.84,0.5,0.46,0
21,6.01,0.31,0.99,0.12,22,9.97,0.71,0.48,0.83,1
12,9.81,0.33,0.83,0.21,13,7.34,0.81,0.7,0.05,0
15,3.03,0.82,0.91,0.16,19,0.26,0.39,0.42,0.47,1
2,2.86,0.92,0.7,0.55,5,1.02,0.32,0.79,0.87,1
9,6.56,0.58,0.44,0.48,13,8.98,0.21,0.8,0.2,1
18,6.8,0.99,0.15,0.95,19,4.3,0.84,0.93,0.1,0
1,9.8,0.65,0.59,0.97,2,6.29,0.4,0.03,0.24,0
5,7.77,0.99,0.67,0.09,9,4.66,0.82,0.38,0.63,0
3,1.26,0.64,0.91,0.22,4,5.89,0.99,0.48,0.69,0
12,10.0,0.7,0.3,0.13,16,3.29,0.71,0.86,0.54,1
12,0.69,0.84,0.54,0.82,16,6.53,0.75,0.21,0.66,0
22,0.1,0.45,0.31,0.04,0,5.77,0.65,0.09,0.26,0
3,3.67,0.54,0.42,0.95,6,0.05,0.3,0.95,0.52,1
14,5.79,0.7,0.52,0.99,16,3.55,0.54,0.21,0.1,0
6,3.03,0.83,0.96,0.6,8,2.2,0.36,0.13,0.62,0
12,4.03,0.08,0.25,0.43,14,6.96,0.54,0.07,0.73,0
6,5.66,0.65,0.51,0.16,9,8.22,0.32,0.79,0.38,0
8,5.34,0.68,0.41,0.33,9,0.94,0.91,0.78,0.15,0
3,9.8,0.22,0.95,0.78,7,1.28,0.53,0.88,0.59,0
11,5.54,0.61,0.9,0.17,14,9.47,0.39,0.35,0.74,0
19,4.79,0.13,0.01,0.51,23,1.6,0.13,0.38,0.74,0
11,6.8,0.42,0.46,0.44,13,3.57,0.47,0.29,0.95,0
7,6.37,0.09,0.31,0.77,10,8.46,0.63,0.08,0.24,1
2,5.56,0.49,0.87,0.96,5,4.27,0.51,0.73,0.48,1
17,4.08,0.62,0.91,0.75,18,7.16,0.7,0.75,0.24,0
16,6.09,0.96,0.67,0.88,17,5.26,0.23,0.08,0.84,0
13,3.82,0.37,0.11,0.91,17,2.54,0.54,0.77,0.12,0
6,7.39,0.57,0.22,0.3,7,9.33,0.64,0.83,0.04,0
15,3.59,0.62,0.33,0.35,16,0.1,0.89,0.19,0.35,0
2,4.14,0.91,0.01,0.77,4,2.54,0.47,0.37,0.36,0
8,9.89,0.66,0.44,0.14,9,7.48,0.01,0.88,0.71,0
4,4.24,0.33,0.03,0.67,8,9.49,0.96,0.98,0.12,0
